id,gender,masterCategory,subCategory,articleType,baseColour,productDisplayName,Unnamed: 7,imageURL
1756,Men,Apparel,Topwear,Tshirts,White,Lotto Men White Polo T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1756.jpg
1757,Men,Apparel,Topwear,Tshirts,Black,Lotto Men Polo Slate Black Rugby T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1757.jpg
1758,Men,Apparel,Topwear,Jackets,White,Lotto Men White Collared Jacket,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1758.jpg
1759,Men,Apparel,Topwear,Tshirts,Grey,Lotto Men Epic Grey T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1759.jpg
1760,Men,Apparel,Topwear,Tshirts,White,Lotto Men Marcello White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1760.jpg
1762,Women,Apparel,Topwear,Tshirts,Blue,Lotto Women Cathy Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1762.jpg
1763,Women,Apparel,Topwear,Tshirts,Pink,Lotto Women Cathy Pink T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1763.jpg
1764,Women,Apparel,Bottomwear,Track Pants,Black,Lotto Women Mid Cathy Track Pants,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1764.jpg
1765,Women,Apparel,Topwear,Tshirts,White,Lotto Women White T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1765.jpg
1766,Men,Apparel,Topwear,Tshirts,Blue,Inesis Men Blue Polo T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1766.jpg
1782,Men,Footwear,Shoes,Sports Shoes,Black,Kalenji Men's Kapteren Black Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1782.jpg
1783,Men,Footwear,Sandal,Sandals,Grey,Quechua Men Grey Sandal,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1783.jpg
1784,Men,Footwear,Shoes,Sports Shoes,White,Lotto Men's Melbourne White-Red Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1784.jpg
1785,Men,Footwear,Shoes,Sports Shoes,White,Lotto Men Brighton White-Blue Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1785.jpg
1786,Men,Footwear,Shoes,Sports Shoes,White,Lotto Men's Court Logo White Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1786.jpg
1787,Men,Footwear,Shoes,Sports Shoes,White,Lotto Men Court Logo White-Silver Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1787.jpg
1788,Men,Footwear,Shoes,Sports Shoes,White,Lotto Men's Court-White-Blue Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1788.jpg
1789,Men,Footwear,Shoes,Sports Shoes,Orange,Lotto Men OSLO Grey-Orange Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1789.jpg
1790,Unisex,Accessories,Bags,Backpacks,Beige,Quechua Unisex Ultralight Beige Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1790.jpg
1791,Unisex,Accessories,Bags,Backpacks,Black,Quechua 10L Black Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1791.jpg
1792,Unisex,Accessories,Bags,Backpacks,Blue,Newfeel Marine Blue Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1792.jpg
1793,Unisex,Accessories,Bags,Backpacks,Green,Quechua 10L Green Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1793.jpg
1794,Unisex,Accessories,Bags,Backpacks,Brown,Newfeel Brown 22L Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1794.jpg
1795,Men,Accessories,Bags,Backpacks,Black,Newfeel 22L Black Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1795.jpg
1796,Men,Apparel,Topwear,Tshirts,Blue,Domyos Men Performance Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1796.jpg
1798,Men,Apparel,Topwear,Tshirts,Black,Domyos Men Slt Compression T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1798.jpg
1799,Men,Apparel,Bottomwear,Track Pants,White,Domyos Men Blue & White Tracksuit,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1799.jpg
1800,Unisex,Accessories,Bags,Backpacks,Black,Quechua Unisex Black Solid Backpack,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1800.jpg
1801,Women,Accessories,Bags,Backpacks,Pink,Quechua Women 10L Pink Bag,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1801.jpg
1802,Men,Footwear,Shoes,Sports Shoes,Brown,Quechua Men's Arpenaz Flex Yellow Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1802.jpg
1803,Unisex,Apparel,Topwear,Tshirts,Black,Tribord Unisex Black T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1803.jpg
1804,Men,Apparel,Bottomwear,Shorts,Black,Kalenji Men Essential Baggy Black Shorts,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1804.jpg
1805,Men,Footwear,Shoes,Casual Shoes,Beige,Quechua Men Forclaz 1OO Beige Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1805.jpg
1806,Men,Footwear,Sandal,Sandals,Brown,Quechua Men Arpenaz Brown Sandal,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1806.jpg
1807,Men,Apparel,Topwear,Tshirts,Red,Quechua Men G1 Techfresh Red T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1807.jpg
1808,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Quechua Aluminium Print Water Bottle,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1808.jpg
1809,Women,Apparel,Topwear,Tshirts,Blue,Decathlon Profilter Women Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1809.jpg
1810,Men,Apparel,Topwear,Tshirts,Red,Tribord Profilter Red Men T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1810.jpg
1811,Men,Apparel,Topwear,Tshirts,Orange,Solognac Men Orange T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1811.jpg
1812,Men,Apparel,Topwear,Tshirts,Green,Solognac Men Green T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1812.jpg
1813,Men,Apparel,Topwear,Tshirts,Blue,Solognac Men Dark Blue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1813.jpg
1814,Men,Apparel,Topwear,Tshirts,Brown,Solognac Men Chocolate Brown  T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1814.jpg
1827,Men,Footwear,Shoes,Sports Shoes,White,Nike Men's Downshifter White/Blue Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1827.jpg
1828,Men,Footwear,Shoes,Sports Shoes,White,Nike Men's Air Afterburner Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1828.jpg
1831,Men,Footwear,Shoes,Sports Shoes,Black,Nike Men's Air Impetus Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1831.jpg
1832,Men,Footwear,Shoes,Sports Shoes,Black,Nike Lunarswift Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1832.jpg
1833,Men,Footwear,Shoes,Sports Shoes,Black,Nike Men's Ballista Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1833.jpg
1836,Men,Footwear,Shoes,Sports Shoes,Silver,Nike Air Visi Sleek Shoes,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1836.jpg
1841,Men,Footwear,Shoes,Sports Shoes,White,Puma Men's Calibre Convertible Spike Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1841.jpg
1842,Men,Footwear,Shoes,Sports Shoes,White,Puma Men's Calibre Rubber Shoe,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1842.jpg
1844,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Mens D day T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1844.jpg
1845,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Mens Surfer T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1845.jpg
1846,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Men Buddha Bless You T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1846.jpg
1847,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Mens Messy T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1847.jpg
1848,Men,Apparel,Topwear,Tshirts,Black,Inkfruit Men Wolf,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1848.jpg
1849,Men,Apparel,Topwear,Tshirts,White,Inkfruit Mens Unbreakable Mumbai T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1849.jpg
1852,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Men Ride It Or Die T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1852.jpg
1853,Men,Apparel,Topwear,Tshirts,Yellow,Inkfruit Mens Little Bit More T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1853.jpg
1854,Men,Apparel,Topwear,Tshirts,Purple,Inkfruit Mens Pencho T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1854.jpg
1855,Men,Apparel,Topwear,Tshirts,Grey,Inkfruit Mens Chain Reaction T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1855.jpg
1856,Men,Apparel,Topwear,Tshirts,Red,Inkfruit Men Rebel Without a Clue T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1856.jpg
1857,Men,Apparel,Topwear,Tshirts,Black,Inkfruit Mens Life After Midnight T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1857.jpg
1859,Men,Apparel,Topwear,Tshirts,Red,Inkfruit Men Eye Opener T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1859.jpg
1860,Men,Apparel,Topwear,Tshirts,Grey,Inkfruit Mens Shiva T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1860.jpg
1861,Men,Apparel,Topwear,Tshirts,White,Inkfruit Men Graff Wars T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1861.jpg
1862,Men,Apparel,Topwear,Tshirts,Grey,Inkfruit Mens Urban Warfare T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1862.jpg
1863,Men,Apparel,Topwear,Tshirts,Black,Inkfruit Men Night Wolf T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1863.jpg
1865,Men,Apparel,Topwear,Tshirts,White,Inkfruit Men Operation Kick,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1865.jpg
1866,Men,Apparel,Topwear,Tshirts,Maroon,Inkfruit Mens My Pet T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1866.jpg
1867,Men,Apparel,Topwear,Tshirts,Blue,Inkfruit Men Nayak Nahi T-shirt,,https://huggingface.co/datasets/mohit112233/recsys-dataset/resolve/main/images/1867.jpg
